Sigla,Departamento,Nome
SSC0610,Sistemas de Computação,Organização de Computadores Digitais I
SSC0611,Sistemas de Computação,Arquitetura de Computadores
SSC0620,Sistemas de Computação,Engenharia de Software
SSC0621,Sistemas de Computação,Modelagem Orientada a Objetos
SSC0622,Sistemas de Computação,Sistemas de Informação
SSC0623,Sistemas de Computação,Teoria e Prática dos Sistemas de Informação
SSC0624,Sistemas de Computação,Engenharia de Sistemas de Informação
SSC0640,Sistemas de Computação,Sistemas Operacionais I
SSC0641,Sistemas de Computação,Redes de Computadores
SSC0642,Sistemas de Computação,Sistemas Computacionais Distribuídos
SSC0643,Sistemas de Computação,Avaliação de Desempenho de Sistemas Computacionais
SSC0670,Sistemas de Computação,Projeto de Formatura I
SSC0671,Sistemas de Computação,Informação Profissional em Engenharia de Computação II
SSC0672,Sistemas de Computação,Estágio Supervisionado I
SSC0673,Sistemas de Computação,Estágio Supervisionado II
SSC0674,Sistemas de Computação,Projeto de Formatura II
SSC0675,Sistemas de Computação,Projeto Empreendedor I
SSC0676,Sistemas de Computação,Projeto Empreendedor II
SSC0710,Sistemas de Computação,Projeto e Implementação de Sistemas Embarcados II
SSC0711,Sistemas de Computação,Co
SSC0712,Sistemas de Computação,Programação de Robôs Móveis
SSC0713,Sistemas de Computação,Sistemas Evolutivos e Aplicados à Robótica
SSC0714,Sistemas de Computação,Robôs Móveis Autônomos
SSC0715,Sistemas de Computação,Sensores Inteligentes
SSC0720,Sistemas de Computação,Engenharia de Software para Sistemas Embarcados
SSC0721,Sistemas de Computação,Teste e Inspeção de Software
SSC0722,Sistemas de Computação,Métodos e Técnicas para Análise e Projeto de Sistemas Reativos
SSC0723,Sistemas de Computação,Sistemas Colaborativos
SSC0724,Sistemas de Computação,Sistemas Educacionais Avançados
SSC0725,Sistemas de Computação,Arquitetura de Software
SSC0726,Sistemas de Computação,Reuso de Software
SSC0740,Sistemas de Computação,Sistemas Embarcados
SSC0741,Sistemas de Computação,Projeto e Implementação de Sistemas Embarcados I
SSC0742,Sistemas de Computação,Programação Concorrente
SSC0743,Sistemas de Computação,Sistemas Operacionais II
SSC0744,Sistemas de Computação,Computação Distribuída
SSC0745,Sistemas de Computação,Sistemas Computacionais de Tempo
SSC0746,Sistemas de Computação,Sistemas Computacionais Tolerantes a Faltas
SSC0747,Sistemas de Computação,Engenharia de Segurança
SSC0748,Sistemas de Computação,Redes Móveis
SSC0770,Sistemas de Computação,Introdução ao Desenvolvimento de Jogos Eletrônicos
SSC0800,Sistemas de Computação,Introdução à Ciência de Computação I
SSC0801,Sistemas de Computação,Laboratório de Introdução à Ciência de Computação I
SSC0900,Sistemas de Computação,Engenharia de Segurança
SSC0901,Sistemas de Computação,Laboratório de Engenharia de Segurança
SSC0902,Sistemas de Computação,Organização e Arquitetura de Computadores
SSC0903,Sistemas de Computação,Computação de Alto Desempenho
SSC0904,Sistemas de Computação,Sistemas Computacionais Distribuídos
SSC0950,Sistemas de Computação,Projeto e Desenvolvimento de Software de Sistema
SSC0951,Sistemas de Computação,Desenvolvimento de Código Otimizado
SSC0952,Sistemas de Computação,Internet das Coisas
SSC0953,Sistemas de Computação,Sistemas Open Source
SSC0954,Sistemas de Computação,Infraestrutura para Computação de Alto Desempenho e Sistemas Distribuídos
SSC0955,Sistemas de Computação,Introdução a Sistemas Computacionais
SSC0956,Sistemas de Computação,Soluções Otimizadas por Mineração de Dados Complexos
SSC0957,Sistemas de Computação,Prática em Ciência de Dados II
STT0177,Engenharia de Transportes,Geomática Aplicada
STT0182,Engenharia de Transportes,Mobilidade Urbana e Redes de Transporte
STT0403,Engenharia de Transportes,Aeroportos
STT0405,Engenharia de Transportes,Planejamento e Análise de Sistemas de Transportes
STT0406,Engenharia de Transportes,Estradas I
STT0407,Engenharia de Transportes,Estradas II
STT0408,Engenharia de Transportes,Fundamentos de Engenharia de Transportes
STT0409,Engenharia de Transportes,Geomática I
STT0410,Engenharia de Transportes,Geomática II
STT0411,Engenharia de Transportes,Tópicos Avançados em Geomática
STT0412,Engenharia de Transportes,Ferramentas computacionais aplicadas à Engenharia Civil
STT0500,Engenharia de Transportes,Introdução à Engenharia Civil
STT0601,Engenharia de Transportes,Interseções Rodoviárias
STT0604,Engenharia de Transportes,Transporte Público Urbano
STT0605,Engenharia de Transportes,Transporte Ferroviário
STT0609,Engenharia de Transportes,Conservação de Rodovias
STT0610,Engenharia de Transportes,Logística e Transportes
STT0611,Engenharia de Transportes,Complementos de Projeto Geométrico de Rodovias
STT0612,Engenharia de Transportes,Ensaios e Controle de Obras de Pavimentação 
STT0613,Engenharia de Transportes,Ensaios e Controle de Obras em Pavimentação 
STT0614,Engenharia de Transportes,Geomática Aplicada II
STT0616,Engenharia de Transportes,Geomática Aplicada I
STT0618,Engenharia de Transportes,Transporte Aéreo
STT0619,Engenharia de Transportes,Logística Reversa
STT0620,Engenharia de Transportes,Sistemas de Informações Geográficas Aplicados à Engenharia de Transportes
STT0621,Engenharia de Transportes,Drenagem de Vias Terrestres
STT0622,Engenharia de Transportes,Análise de Tensões e Deformações em Pavimentos
STT0623,Engenharia de Transportes,Avaliação de Projetos de Transportes
STT0625,Engenharia de Transportes,Introdução à Engenharia de Transportes
STT0626,Engenharia de Transportes,Pesquisa Operacional para Sistemas Logísticos e Engenharia de Transportes
STT0627,Engenharia de Transportes,Geomática Aplicada
STT0628,Engenharia de Transportes,Engenharia de Tráfego e Simulação de Tráfego Rodoviário
STT0629,Engenharia de Transportes,Tópicos Avançados em Geomática
STT0630,Engenharia de Transportes,Ferramentas Computacionais Aplicadas à Engenharia Civil
