Sigla,Departamento,Nome
SMA0301,Matemática,Cálculo I
SMA0304,Matemática,Álgebra Linear
SMA0305,Matemática,Álgebra I
SMA0306,Matemática,Álgebra II
SMA0307,Matemática,Análise I
SMA0308,Matemática,Análise II
SMA0309,Matemática,Geometria
SMA0310,Matemática,Geometria e Desenho  Geométrico
SMA0326,Matemática,Filosofia da Matemática
SMA0327,Matemática,Filosofia da Educação Matemática
SMA0328,Matemática,Ensino de Matemática Por Múltiplas Mídias
SMA0329,Matemática,História da Matemática
SMA0330,Matemática,Complementos de Geometria e Vetores
SMA0332,Matemática,Cálculo II
SMA0333,Matemática,Cálculo III
SMA0334,Matemática,Fundamentos para a Matemática do Ensino Superior
SMA0337,Matemática,Análise Crítica de Livros Didáticos
SMA0338,Matemática,Estrutura e Funcionamento da Educação Básica
SMA0339,Matemática,Didática
SMA0340,Matemática,Introdução aos Estudos da Educação
SMA0341,Matemática,Elementos de Matemática
SMA0343,Matemática,Espaços Métricos
SMA0344,Matemática,Introdução aos Sistemas Dinâmicos
SMA0345,Matemática,Elementos Históricos e Didáticos da Educação Matemática
SMA0346,Matemática,Metodologia de Pesquisa em Educação Matemática
SMA0347,Matemática,Análise para Licenciatura
SMA0348,Matemática,História da Matemática no Ensino
SMA0349,Matemática,Análise das Orientações Curriculares de Matemática para o Ensino Básico
SMA0350,Matemática,Ensino de Matemática para Alunos com Necessidades Especiais
SMA0351,Matemática,Atividades Teórico
SMA0352,Matemática,Atividades Teórico
SMA0353,Matemática,Cálculo I
SMA0354,Matemática,Cálculo II
SMA0355,Matemática,Cálculo III
SMA0356,Matemática,Cálculo IV
SMA0357,Matemática,Aplicações de Teoria dos Conjuntos
SMA0358,Matemática,Álgebra Avançada
SMA0359,Matemática,Topologia Avançada
SMA0360,Matemática,Medida e Integração
SMA0361,Matemática,Tópicos de Matemática I
SMA0362,Matemática,Tópicos de Matemática II
SMA0363,Matemática,Tópicos de Matemática III
SMA0364,Matemática,Tópicos de Matemática IV
SMA0365,Matemática,Metodologia de Ensino de Matemática I
SMA0366,Matemática,Metodologia de Ensino de Matemática II
SMA0367,Matemática,Estágio Supervisionado em Ensino de Geometria e Desenho Geométrico
SMA0368,Matemática,História da Educação e das Orientações Curriculares de Matemática Brasileiras
SMA0369,Matemática,Geometria para a Licenciatura
SMA0370,Matemática,Estágio Supervisionado em Ensino de Matemática I
SMA0371,Matemática,Estágio Supervisionado em Ensino de Matemática II
SMA0372,Matemática,Língua Brasileira de Sinais para Licenciatura
SMA0373,Matemática,Álgebra Linear Excelso
SMA0374,Matemática,Álgebra Linear e Geometria Analítica
SMA0375,Matemática,Álgebra Linear
SMA0376,Matemática,Introdução à Metodologia Científica
SMA0377,Matemática,Direcionamento Acadêmico
SMA0378,Matemática,Formas Diferenciais e Aplicações
SMA0379,Matemática,Mecânica Quântica para Matemáticos
SMA0380,Matemática,Análise
SMA0381,Matemática,Atividades Acadêmicas Complementares I
SMA0382,Matemática,Atividades Acadêmicas Complementares II
SMA0383,Matemática,Abordagens e Tendências Educacionais
SMA0384,Matemática,Saberes Docentes e Formação do Professor
SMA0501,Matemática,Cálculo I
SMA0503,Matemática,Matemática Discreta I
SMA0505,Matemática,Matrizes
SMA0506,Matemática,Cálculo II
SMA0508,Matemática,Matemática Discreta
SMA0800,Matemática,Geometria Analítica
SMA0801,Matemática,Cálculo I
SMA0802,Matemática,Cálculo II
SMA0803,Matemática,Cálculo III
SMA0804,Matemática,Álgebra Linear para Estatística
SMA0805,Matemática,Tópicos de Matemática
SME0100,Matemática Aplicada e Estatística,Cálculo Numérico I
SME0101,Matemática Aplicada e Estatística,Cálculo Numérico II
SME0102,Matemática Aplicada e Estatística,Seminários Avançados de Matemática Computacional I
SME0103,Matemática Aplicada e Estatística,Seminários Avançados de Matemática Computacional II
SME0104,Matemática Aplicada e Estatística,Cálculo Numérico
SME0110,Matemática Aplicada e Estatística,Programação Matemática
SME0111,Matemática Aplicada e Estatística,Seminários de Otimização I
SME0112,Matemática Aplicada e Estatística,Seminários de Otimização II
SME0120,Matemática Aplicada e Estatística,Introdução à Teoria das Probabilidades
SME0121,Matemática Aplicada e Estatística,Processos Estocásticos
SME0122,Matemática Aplicada e Estatística,Introdução à Inferência Estatística
SME0123,Matemática Aplicada e Estatística,Estatística
SME0130,Matemática Aplicada e Estatística,Redes Complexas
SME0141,Matemática Aplicada e Estatística,Álgebra Linear e Equações Diferenciais
SME0142,Matemática Aplicada e Estatística,Álgebra Linear e Aplicações
SME0202,Matemática Aplicada e Estatística,Métodos Numéricos em Equações Diferenciais
SME0203,Matemática Aplicada e Estatística,Álgebra Linear Numérica
SME0204,Matemática Aplicada e Estatística,Métodos Numéricos
SME0205,Matemática Aplicada e Estatística,Métodos do Cálculo Numérico I
SME0206,Matemática Aplicada e Estatística,Fundamentos de Análise Numérica
SME0210,Matemática Aplicada e Estatística,Programação Matemática
SME0211,Matemática Aplicada e Estatística,Otimização Linear
SME0212,Matemática Aplicada e Estatística,Otimização Não Linear
SME0213,Matemática Aplicada e Estatística,Otimização Inteira
SME0214,Matemática Aplicada e Estatística,Fluxos em Redes
SME0215,Matemática Aplicada e Estatística,Laboratório de Otimização
SME0216,Matemática Aplicada e Estatística,Tópicos de Otimização Combinatória
SME0220,Matemática Aplicada e Estatística,Introdução à Teoria das Probabilidades
SME0221,Matemática Aplicada e Estatística,Introdução à Inferência Estatística
SME0222,Matemática Aplicada e Estatística,Sistemas Estocásticos
SME0230,Matemática Aplicada e Estatística,Introdução à Programação de Computadores
SME0240,Matemática Aplicada e Estatística,Equações Diferenciais Ordinárias
SME0241,Matemática Aplicada e Estatística,Introdução à Modelagem Matemática
SME0242,Matemática Aplicada e Estatística,Modelagem Matemática
SME0243,Matemática Aplicada e Estatística,Teoria Espectral de Matrizes
SME0245,Matemática Aplicada e Estatística,Funções de Variável Complexa
SME0250,Matemática Aplicada e Estatística,Métodos Numéricos para Geração de Malhas
SME0251,Matemática Aplicada e Estatística,Mecânica dos Fluidos Computacional I
SME0252,Matemática Aplicada e Estatística,Sistemas Esparsos e Computação Paralela
SME0253,Matemática Aplicada e Estatística,Mecânica dos Fluidos Computacional II
SME0254,Matemática Aplicada e Estatística,Método dos Elementos Finitos Aplicados à Mecânica dos Fluídos
SME0255,Matemática Aplicada e Estatística,Simulação Computacional de Fluidos
SME0256,Matemática Aplicada e Estatística,Introdução a Modelagem Computacional na Indústria Petrolífera
SME0260,Matemática Aplicada e Estatística,Análise de Regressão
SME0261,Matemática Aplicada e Estatística,Análise de Sobrevivência e Confiabilidade
SME0262,Matemática Aplicada e Estatística,Análise de Séries Temporais em Finanças
SME0263,Matemática Aplicada e Estatística,Análise Multivariada
SME0264,Matemática Aplicada e Estatística,Modelos Lineares Generalizados
SME0265,Matemática Aplicada e Estatística,Planejamento de Experimentos
SME0266,Matemática Aplicada e Estatística,Gestão da Qualidade
SME0270,Matemática Aplicada e Estatística,Projeto Supervisionado ou de Graduação
SME0271,Matemática Aplicada e Estatística,Modelagem Geométrica
SME0272,Matemática Aplicada e Estatística,Introdução à Geometria Computacional
SME0273,Matemática Aplicada e Estatística,Tópicos de Matemática Aplicada I
SME0274,Matemática Aplicada e Estatística,Tópicos em Matemática Aplicada II
SME0275,Matemática Aplicada e Estatística,Tópicos de Matemática Aplicada III
SME0276,Matemática Aplicada e Estatística,Tópicos em Matemática Aplicada IV
SME0280,Matemática Aplicada e Estatística,Acompanhamento Profissional
SME0281,Matemática Aplicada e Estatística,Acompanhamento Profissional II
SME0282,Matemática Aplicada e Estatística,Acompanhamento Profissional III
SME0283,Matemática Aplicada e Estatística,Acompanhamento Profissional IV
SME0284,Matemática Aplicada e Estatística,Estágio Supervisionado
SME0285,Matemática Aplicada e Estatística,Projeto de Graduação
SME0300,Matemática Aplicada e Estatística,Cálculo Numérico
SME0301,Matemática Aplicada e Estatística,Métodos Numéricos para Engenharia I
SME0302,Matemática Aplicada e Estatística,Métodos Numéricos para Engenharia II
SME0305,Matemática Aplicada e Estatística,Métodos Numéricos e Computacionais I
SME0306,Matemática Aplicada e Estatística,Métodos Numéricos e Computacionais II
SME0320,Matemática Aplicada e Estatística,Estatística I
SME0330,Matemática Aplicada e Estatística,Introdução à Programação de Computadores
SME0332,Matemática Aplicada e Estatística,Fundamentos da Programação de Computadores
SME0333,Matemática Aplicada e Estatística,Computação numérica e simulações para Engenharia Ambiental I
SME0334,Matemática Aplicada e Estatística,Computação numérica e simulações para Engenharia Ambiental II
SME0340,Matemática Aplicada e Estatística,Equações Diferenciais Ordinárias
SME0341,Matemática Aplicada e Estatística,Álgebra Linear e Equações Diferenciais
SME0343,Matemática Aplicada e Estatística,Matemática para Arquitetura I
SME0344,Matemática Aplicada e Estatística,Matemática para Arquitetura II
SME0345,Matemática Aplicada e Estatística,Funções de Variável Complexa
SME0346,Matemática Aplicada e Estatística,Matemática
SME0500,Matemática Aplicada e Estatística,Cálculo Numérico
SME0510,Matemática Aplicada e Estatística,Introdução à Pesquisa Operacional
SME0520,Matemática Aplicada e Estatística,Introdução à Estatística
SME0600,Matemática Aplicada e Estatística,Cálculo Numérico I
SME0601,Matemática Aplicada e Estatística,Cálculo Numérico II
SME0602,Matemática Aplicada e Estatística,Cálculo Numérico
SME0610,Matemática Aplicada e Estatística,Programação Matemática
SME0620,Matemática Aplicada e Estatística,Estatística I
SME0641,Matemática Aplicada e Estatística,Álgebra Linear e Equações Diferenciais
SME0645,Matemática Aplicada e Estatística,Funções de Variável Complexa
SME0800,Matemática Aplicada e Estatística,Probabilidade I
SME0801,Matemática Aplicada e Estatística,Probabilidade II
SME0802,Matemática Aplicada e Estatística,Inferência I
SME0803,Matemática Aplicada e Estatística,Visualização e Exploração de Dados
SME0804,Matemática Aplicada e Estatística,Inferência II
SME0805,Matemática Aplicada e Estatística,Processos Estocásticos
SME0806,Matemática Aplicada e Estatística,Estatística Computacional
SME0807,Matemática Aplicada e Estatística,Técnicas de Amostragem
SME0808,Matemática Aplicada e Estatística,Séries Temporais e Aprendizado Dinâmico
SME0809,Matemática Aplicada e Estatística,Inferência Bayesiana
SME0810,Matemática Aplicada e Estatística,Métodos Não Paramétricos
SME0811,Matemática Aplicada e Estatística,Análise de Dados Categorizados
SME0812,Matemática Aplicada e Estatística,Modelos Lineares
SME0813,Matemática Aplicada e Estatística,Metodologia Científica
SME0814,Matemática Aplicada e Estatística,Estágio Supervisionado em Estatística I
SME0815,Matemática Aplicada e Estatística,Estágio Supervisionado em Estatística II
SME0816,Matemática Aplicada e Estatística,Planejamento de Experimentos I
SME0817,Matemática Aplicada e Estatística,Planejamento de Experimentos II
SME0818,Matemática Aplicada e Estatística,Inferência Estatística
SME0819,Matemática Aplicada e Estatística,Matrizes Aplicadas à Estatística
SME0820,Matemática Aplicada e Estatística,Modelos de Regressão e Aprendizado Supervisionado I
SME0821,Matemática Aplicada e Estatística,Análise de Sobrevivência e Confiabilidade
SME0822,Matemática Aplicada e Estatística,Análise Multivariada e Aprendizado Não Supervisionado
SME0823,Matemática Aplicada e Estatística,Modelos de Regressão e Aprendizado  Supervisionado II
SME0824,Matemática Aplicada e Estatística,Gestão da Qualidade
SME0825,Matemática Aplicada e Estatística,Metodologia Científica I
SME0826,Matemática Aplicada e Estatística,Metodologia Científica II
SME0827,Matemática Aplicada e Estatística,Estruturas de Dados
SME0828,Matemática Aplicada e Estatística,Introdução à Ciência de Dados
SME0829,Matemática Aplicada e Estatística,Aprendizado de Máquina
SME0840,Matemática Aplicada e Estatística,Equações Diferenciais Ordinárias
SME0850,Matemática Aplicada e Estatística,Informação Profissional em Ciência de Dados
SME0852,Matemática Aplicada e Estatística,Prática em Ciência de Dados I
SME0853,Matemática Aplicada e Estatística,Prática em Ciência de Dados III
SME0854,Matemática Aplicada e Estatística,Visualização para Ciência de Dados
SME0870,Matemática Aplicada e Estatística,Tópicos Especiais em Estatística Aplicada I
SME0871,Matemática Aplicada e Estatística,Bioestatística
SME0872,Matemática Aplicada e Estatística,Demografia
SME0873,Matemática Aplicada e Estatística,Econometria
SME0875,Matemática Aplicada e Estatística,Tópicos Especiais em Estatística Aplicada II
SME0876,Matemática Aplicada e Estatística,Teoria de Resposta ao Item
SME0878,Matemática Aplicada e Estatística,Mineração Estatística de Dados
SME0879,Matemática Aplicada e Estatística,Mineração de dados representados por grafos
SME0880,Matemática Aplicada e Estatística,Projeto de Graduação em Estatística I
SME0881,Matemática Aplicada e Estatística,Projeto de Graduação em Estatística II
SME0882,Matemática Aplicada e Estatística,Consultoria Estatística
SME0890,Matemática Aplicada e Estatística,Direcionamento Acadêmico I
SME0891,Matemática Aplicada e Estatística,Direcionamento Acadêmico II
SME0892,Matemática Aplicada e Estatística,Cálculo Numérico para Estatística
SME0893,Matemática Aplicada e Estatística,Atividades Acadêmicas Complementares I
SME0894,Matemática Aplicada e Estatística,Atividades Acadêmicas Complementares II
SMM0103,Engenharia de Materiais,Metalurgia Física
SMM0104,Engenharia de Materiais,Tecnologia e Metalurgia da Soldagem
SMM0156,Engenharia de Materiais,Fadiga e Fratura dos Materiais
SMM0157,Engenharia de Materiais,Mecânica de Autoveículos I
SMM0166,Engenharia de Materiais,Eletrônica Aplicada a Motores Ci
SMM0171,Engenharia de Materiais,Mecânica de Autoveículos II
SMM0174,Engenharia de Materiais,Comportamento Mecânico dos Materiais
SMM0176,Engenharia de Materiais,Engenharia de Fabricação Metalúrgica
SMM0177,Engenharia de Materiais,Princípios de Análise de Falhas em Componentes
SMM0178,Engenharia de Materiais,Fundamentos de Ensaios Não Destrutivos
SMM0181,Engenharia de Materiais,Materiais de Construção Aeronáutica I
SMM0182,Engenharia de Materiais,Materiais de Construção Aeronáutica II
SMM0185,Engenharia de Materiais,Tratamentos Térmicos dos Metais
SMM0193,Engenharia de Materiais,Engenharia e Ciência dos Materiais I
SMM0194,Engenharia de Materiais,Engenharia e Ciência dos Materiais II
SMM0196,Engenharia de Materiais,Laboratório de Materiais Compostos
SMM0202,Engenharia de Materiais,Corrosão Metálica
SMM0203,Engenharia de Materiais,Materiais para Engenharia
SMM0204,Engenharia de Materiais,Suspensões Veiculares
SMM0215,Engenharia de Materiais,Lubrificação e Lubrificantes Automotivos
SMM0216,Engenharia de Materiais,Iniciação Científica em Automobilística I
SMM0217,Engenharia de Materiais,Iniciação Científica em Automobilística II
SMM0218,Engenharia de Materiais,Atividades Complementares em Engenharia Automobilística I
SMM0219,Engenharia de Materiais,Atividades Complementares em Engenharia Automobilística II
SMM0220,Engenharia de Materiais,Elementos Automotivos
SMM0221,Engenharia de Materiais,Manutenção Automotiva
SMM0222,Engenharia de Materiais,Automobilística Forense
SMM0223,Engenharia de Materiais,Segurança Veicular
SMM0224,Engenharia de Materiais,Introdução à Fundição
SMM0300,Engenharia de Materiais,Introdução à Ciência e Engenharia dos Materiais
SMM0301,Engenharia de Materiais,Materiais Metálicos
SMM0302,Engenharia de Materiais,Processamentos de Materiais I
SMM0303,Engenharia de Materiais,Materiais Poliméricos I
SMM0304,Engenharia de Materiais,Materiais Poliméricos II
SMM0305,Engenharia de Materiais,Materiais Cerâmicos I
SMM0306,Engenharia de Materiais,Reologia
SMM0307,Engenharia de Materiais,Biomateriais
SMM0308,Engenharia de Materiais,Materiais Compósitos
SMM0309,Engenharia de Materiais,Laboratório de Materiais Compósitos
SMM0310,Engenharia de Materiais,Materiais Cerâmicos II
SMM0311,Engenharia de Materiais,Ensaios Não Destrutivos
SMM0314,Engenharia de Materiais,Processamento de Materiais V I I I
SMM0315,Engenharia de Materiais,Processamento de Materiais I X
SMM0316,Engenharia de Materiais,Processamento de Materiais X
SMM0318,Engenharia de Materiais,Engenharia de Superfícies
SMM0319,Engenharia de Materiais,Materiais Avançados
SMM0323,Engenharia de Materiais,Processamento de Materiais X I 
SMM0324,Engenharia de Materiais,Estágio Supervisionado
SMM0325,Engenharia de Materiais,Trabalho de Conclusão de Curso
SMM0326,Engenharia de Materiais,Metalurgia Física
SMM0327,Engenharia de Materiais,Tratamento Térmico dos Metais
SMM0328,Engenharia de Materiais,Comportamento Mecânico dos Materiais
SMM0330,Engenharia de Materiais,Princípios de Análise de Falhas em Componentes
SMM0333,Engenharia de Materiais,Seleção de Materiais para Projeto Mecânico
SMM0334,Engenharia de Materiais,Corrosão e Proteção Contra a Corrosão
SMM0339,Engenharia de Materiais,Introdução à Mecânica Automobilística
SMM0340,Engenharia de Materiais,Introdução ao Design Automotivo
SMM0341,Engenharia de Materiais,Tecnologia Aplicada na Competição Automotiva
SMM0342,Engenharia de Materiais,Introdução ao Ensaio Mecânico dos Materiais
SMM0343,Engenharia de Materiais,Introdução ao Rendering Automotivo
SMM0345,Engenharia de Materiais,Projeto e Tratamento Térmico dos Metais
SMM0348,Engenharia de Materiais,Ciência
SMM0561,Engenharia de Materiais,Projeto e Tratamento Térmico dos Metais
SMM0562,Engenharia de Materiais,Termodinâmica dos Materiais
SMM0563,Engenharia de Materiais,Engenharia Cerâmica
SMM0564,Engenharia de Materiais,Microscopia Eletrônica de Varredura
SMM0565,Engenharia de Materiais,Tópicos em Difração de Raios
SQF0316,Físico-Química,Química Orgânica para Engenharia Ambiental
SQF0318,Físico-Química,Introdução à Química
SQF0319,Físico-Química,Laboratório de Química Geral
SQF0320,Físico-Química,Comunicação e Expressão em Linguagem Científica I
SQF0321,Físico-Química,Comunicação e Expressão em Linguagem Científica II
SQF0322,Físico-Química,Química Orgânica I
SQF0323,Físico-Química,Análise de Compostos Orgânicos
SQF0324,Físico-Química,Físico
SQF0325,Físico-Química,Química Orgânica II
SQF0326,Físico-Química,Laboratório de Química Orgânica I
SQF0327,Físico-Química,Química Orgânica III
SQF0329,Físico-Química,Físico
SQF0330,Físico-Química,Laboratório de Físico
SQF0331,Físico-Química,Cinética Química e Fotoquímica
SQF0334,Físico-Química,Fermentação na Indústria de Alimentos
SQF0335,Físico-Química,Microbiologia e Bioquímica Industrial
SQF0336,Físico-Química,Ciências dos Materiais
SQF0337,Físico-Química,Química do Estado Sólido
SQF0339,Físico-Química,Química de Macromoléculas
SQF0340,Físico-Química,Ciência e Tecnologia de Polímeros
SQF0341,Físico-Química,Processos Industriais Inorgânicos e Orgânicos
SQF0342,Físico-Química,Operações Unitárias I
SQF0343,Físico-Química,Laboratório de Operações Unitárias
SQF0344,Físico-Química,Operações Unitárias II
SQF0357,Físico-Química,Química Orgânica para Engenharia
SQF0375,Físico-Química,Introdução aos Processos Químicos
SQF0381,Físico-Química,Laboratório de Química Orgânica
SQM0407,Química e Física Molecular,Química Analítica Qualitativa
SQM0408,Química e Física Molecular,Laboratório de Química Analítica Qualitativa
SQM0409,Química e Física Molecular,Cristalografia
SQM0410,Química e Física Molecular,Análises Quantitativas
SQM0411,Química e Física Molecular,Análises Quantitativas
SQM0414,Química e Física Molecular,Bioquímica I
SQM0415,Química e Física Molecular,Análise Instrumental I
SQM0416,Química e Física Molecular,Bioquímica II
SQM0417,Química e Física Molecular,Laboratório de Bioquímica
SQM0418,Química e Física Molecular,Análise Instrumental II
SQM0419,Química e Física Molecular,Laboratório de Química Inorgânica
SQM0420,Química e Física Molecular,Química Quântica
SQM0421,Química e Física Molecular,Análise Instrumental III
SQM0425,Química e Física Molecular,Isolamento e Purificação de Biomoléculas
SQM0426,Química e Física Molecular,Biotecnologia Enzimática e Biotransformações Químicas
SQM0427,Química e Física Molecular,Química de Alimentos I
SQM0428,Química e Física Molecular,Química de Alimentos II
SQM0429,Química e Física Molecular,Análise Sensorial
SQM0431,Química e Física Molecular,Química de Alimentos III
SQM0432,Química e Física Molecular,Introdução à Gestão de Qualidade em Química
SQM0434,Química e Física Molecular,Ferramentas da Qualidade
SQM0435,Química e Física Molecular,Sistema Nbr Iso / Iec 17025
SQM0436,Química e Física Molecular,Boas Práticas de Laboratório
SQM0437,Química e Física Molecular,Sistema de Gestão Aplicados à Área de Saúde e Meio Ambiente
SQM0438,Química e Física Molecular,Poluentes Químicos e Ecotoxicologia
SQM0439,Química e Física Molecular,Laboratório de Química Ambiental
SQM0441,Química e Física Molecular,Resíduos Químicos
SQM0442,Química e Física Molecular,Ciclos Biogeoquímicos
SQM0443,Química e Física Molecular,Recurso Solo
SQM0444,Química e Física Molecular,Química Ambiental da Água
SQM0460,Química e Física Molecular,Química Medicinal
SQM0461,Química e Física Molecular,Fundamentos de Estrutura Atômica Molecular
SQM0462,Química e Física Molecular,Química para Engenharia I
SQM0463,Química e Física Molecular,Química para Engenharia II
SQM0464,Química e Física Molecular,Introdução à Biomateriais
SQM0472,Química e Física Molecular,Química Inorgânica I
SQM0473,Química e Física Molecular,Química Inorgânica II
SQM0474,Química e Física Molecular,Química Inorgânica III
SQM0475,Química e Física Molecular,Química Inorgânica IV
SQM0477,Química e Física Molecular,Química Atmosférica
SQM0484,Química e Física Molecular,Princípios de Química de Soluções
SQM0485,Química e Física Molecular,Princípios de Química Orgânica e Bioquímica de Macromoléculas
SQM0486,Química e Física Molecular,Laboratório de Bioquímica para CFBio
SQM0491,Química e Física Molecular,Laboratório de Química Inorgânica Tecnológica
SSC0101,Sistemas de Computação,Introdução à Ciência de Computação I
SSC0102,Sistemas de Computação,Laboratório de Introdução à Ciência de Computação I
SSC0103,Sistemas de Computação,Programação Orientada a Objetos
SSC0104,Sistemas de Computação,Evolução Histórica da Computação e Aplicações
SSC0108,Sistemas de Computação,Prática em Sistemas Digitais
SSC0109,Sistemas de Computação,Prática em Lógica Digital
SSC0110,Sistemas de Computação,Elementos de Lógica Digital I
SSC0111,Sistemas de Computação,Laboratório de Elementos de Lógica Digital
SSC0112,Sistemas de Computação,Organização de Computadores Digitais I
SSC0113,Sistemas de Computação,Elementos de Lógica Digital II
SSC0114,Sistemas de Computação,Arquitetura de Computadores
SSC0115,Sistemas de Computação,Tópicos Especiais em Hardware
SSC0116,Sistemas de Computação,Microprocessadores e Microcomputadores I
SSC0117,Sistemas de Computação,Introdução à Lógica Digital
SSC0118,Sistemas de Computação,Sistemas Digitais
SSC0119,Sistemas de Computação,Prática em Organização de Computadores
SSC0120,Sistemas de Computação,Sistemas de Informação
SSC0121,Sistemas de Computação,Engenharia de Software I
SSC0122,Sistemas de Computação,Engenharia de Software II
SSC0123,Sistemas de Computação,Tópicos Especiais em Engenharia de Software
SSC0124,Sistemas de Computação,Análise e Projeto Orientados a Objetos
SSC0125,Sistemas de Computação,Verificação
SSC0126,Sistemas de Computação,Seminários Avançados de Engenharia de Software I
SSC0127,Sistemas de Computação,Seminários Avançados de Engenharia de Software II
SSC0128,Sistemas de Computação,Gerência de Projetos
SSC0129,Sistemas de Computação,Métodos e Técnicas para Análise e Projeto de Sistemas Reativos
SSC0130,Sistemas de Computação,Engenharia de Software
SSC0140,Sistemas de Computação,Sistemas Operacionais I
SSC0141,Sistemas de Computação,Prática em Sistemas Operacionais
SSC0142,Sistemas de Computação,Redes de Computadores
SSC0143,Sistemas de Computação,Programação Concorrente
SSC0144,Sistemas de Computação,Redes de Alto Desempenho
SSC0145,Sistemas de Computação,Sistemas de Processamento de Dados Em Tempo Real
SSC0146,Sistemas de Computação,Sistemas de Computação Tolerantes a Falhas
SSC0147,Sistemas de Computação,Tópicos Especiais em Sistemas de Computação I
SSC0148,Sistemas de Computação,Tópicos Especiais em Sistemas de Computação II
SSC0149,Sistemas de Computação,Tópicos Especiais em Sistemas de Computação III
SSC0150,Sistemas de Computação,Sistemas Computacionais Distribuídos
SSC0151,Sistemas de Computação,Computação Distribuída
SSC0152,Sistemas de Computação,Administração e Gerenciamento de Redes
SSC0153,Sistemas de Computação,Avaliação de Desempenho de Sistemas Computacionais
SSC0154,Sistemas de Computação,Seminários Avançados em Sistemas Distribuídos e Programação Concorrente I
SSC0155,Sistemas de Computação,Seminários Avançados em Sistemas Distribuídos e Programação Concorrente II
SSC0156,Sistemas de Computação,Computação Pervasiva
SSC0157,Sistemas de Computação,Tópicos Avançados em Comunicação
SSC0158,Sistemas de Computação,Computação em Nuvem e Arquitetura Orientadas a Serviços
SSC0159,Sistemas de Computação,Tópicos Avançados em Computação de Alto Desempenho
SSC0160,Sistemas de Computação,Modelagem e Simulação de Sistemas Computacionais
SSC0170,Sistemas de Computação,Administração e Informatização da Manufatura
SSC0171,Sistemas de Computação,Tópicos Avançados em Sistemas Embarcados e Evolutivos
SSC0180,Sistemas de Computação,Eletrônica para Computação
SSC0300,Sistemas de Computação,Linguagens de Programação e Aplicações
SSC0301,Sistemas de Computação,Introdução à Computação para Engenharia Ambiental
SSC0304,Sistemas de Computação,Introdução à Programação para Engenharias
SSC0501,Sistemas de Computação,Introdução à Ciência de Computação I
SSC0502,Sistemas de Computação,Laboratório de Introdução à Ciência de Computação I
SSC0503,Sistemas de Computação,Introdução à Ciência de Computação II
SSC0510,Sistemas de Computação,Arquitetura de Computadores
SSC0511,Sistemas de Computação,Organização de Computadores Digitais
SSC0512,Sistemas de Computação,Elementos de Lógica Digital
SSC0512,Sistemas de Computação,Elementos de Lógica Digital
SSC0520,Sistemas de Computação,Fundamentos de Sistemas de Informação
SSC0521,Sistemas de Computação,Engenharia de Sistemas de Informação I
SSC0522,Sistemas de Computação,Engenharia de Sistemas de Informação II
SSC0523,Sistemas de Computação,Tópicos Especiais em Engenharia de Software
SSC0524,Sistemas de Computação,Verificação
SSC0525,Sistemas de Computação,Engenharia de Software Apoiada Por Computador
SSC0526,Sistemas de Computação,Análise e Projeto Orientados a Objetos
SSC0527,Sistemas de Computação,Engenharia de Software
SSC0528,Sistemas de Computação,Sistemas Colaborativos
SSC0529,Sistemas de Computação,Sistemas Educacionais Avançados
SSC0530,Sistemas de Computação,Introdução a Sistemas de Informação
SSC0531,Sistemas de Computação,Gestão de Sistemas de Informação
SSC0540,Sistemas de Computação,Redes de Computadores
SSC0541,Sistemas de Computação,Sistemas Operacionais I
SSC0542,Sistemas de Computação,Administração e Gerenciamento de Redes
SSC0543,Sistemas de Computação,Sistemas Computacionais Distribuídos
SSC0544,Sistemas de Computação,Tópicos Avançados em Sistemas Distribuídos
SSC0545,Sistemas de Computação,Redes de Alto Desempenho
SSC0546,Sistemas de Computação,Avaliação de Sistemas Computacionais
SSC0547,Sistemas de Computação,Engenharia de Segurança
SSC0548,Sistemas de Computação,Redes Móveis
SSC0570,Sistemas de Computação,Empreendedorismo
SSC0571,Sistemas de Computação,Evolução Histórica da Computação e Aplicações
SSC0572,Sistemas de Computação,Computadores
SSC0573,Sistemas de Computação,Projeto Supervisionado ou de Graduação I
SSC0574,Sistemas de Computação,Projeto Supervisionado ou de Graduação II
SSC0575,Sistemas de Computação,Introdução à Bioinformática
SSC0576,Sistemas de Computação,Seminários em Computação I
SSC0577,Sistemas de Computação,Seminários em Computação II
SSC0578,Sistemas de Computação,Seminários em Computação III
SSC0581,Sistemas de Computação,Atividades Acadêmicas Científicas e Culturais I
SSC0582,Sistemas de Computação,Atividades Acadêmicas Científicas e Culturais II
SSC0583,Sistemas de Computação,Atividades Acadêmicas Científicas e Culturais III
SSC0584,Sistemas de Computação,Atividades Acadêmicas Científicas e Culturais IV
SSC0591,Sistemas de Computação,Estágio Supervisionado I
SSC0592,Sistemas de Computação,Estágio Supervisionado II
SSC0593,Sistemas de Computação,Projeto de Graduação I
SSC0594,Sistemas de Computação,Projeto de Graduação II
SSC0595,Sistemas de Computação,Projeto Empreendedor I
SSC0596,Sistemas de Computação,Projeto Empreendedor II
SSC0597,Sistemas de Computação,Projeto em Intercâmbio I
SSC0598,Sistemas de Computação,Projeto em Intercâmbio II
SSC0600,Sistemas de Computação,Introdução à Ciência de Computação I
SSC0601,Sistemas de Computação,Laboratório de Introdução à Ciência de Computação I
SSC0602,Sistemas de Computação,Introdução à Ciência de Computação II
SSC0603,Sistemas de Computação,Estrutura de Dados I
